left_command,right_command,left_speed,right_speed,x,y,alpha,theta,ref_x,ref_y,ref_alpha,ref_theta
77,81,34.76861434802933,17.384307174014666,0.745038903718694,-0.0017791222222118819,22.793468119038625,-0.2736394040741867,0,0,11.2,0.0
83,93,139.07445739211735,86.92153587007334,2.3592361662719243,-0.015270638795531847,22.29417878718802,-0.6840985101854667,0,0,11.2,0.0
83,94,34.76861434802933,34.768614348029345,2.7628004399544075,-0.015270638795531847,21.47750285775196,-0.6840985101854666,0,0,11.2,0.0
85,98,243.38030043620532,225.99599326219067,6.115198298192379,-0.059302721116879877,20.287719454444947,-0.82091821222256,0,0,11.2,0.0
83,94,173.8430717401467,191.2273789141613,8.72261885459969,-0.09354989625570626,18.90857038103161,-0.6840985101854672,0,0,11.2,0.0
81,88,260.76460761022,295.5332219582493,12.695989737142867,-0.13150396259118652,17.297507960031616,-0.4104591061112805,0,0,11.2,0.0
73,78,225.99599326219058,243.3803004362053,16.04861700875984,-0.15151900199151866,15.55789492735585,-0.2736394040741867,0,0,11.2,0.0
64,63,208.61168608817596,260.7646076102199,19.401295261842375,-0.155522025089297,13.722998634498952,0.13681970203709282,0,0,11.2,0.0
54,51,295.5332219582495,312.91752913226406,23.747343142179826,-0.1399547130423812,11.85432051936093,0.27363940407418563,0,0,11.2,0.0
39,36,208.61168608817596,208.61168608817596,26.727476098596394,-0.12572176231838464,10.085581320609885,0.27363940407418563,0,0,11.2,0.0
19,14,69.53722869605866,86.92153587007326,27.84501852246872,-0.11905008251827387,8.464243549461232,0.41045910611127845,0,0,11.2,0.0
11,8,278.14891478423465,260.76460761022,31.69433131580673,-0.09606985209567012,7.264741389996214,0.27363940407418563,0,0,11.2,0.0
8,1,121.69015021810246,156.45876456613217,33.68105640896188,-0.08183698253252898,6.663320100207828,0.5472788081483753,0,0,11.2,0.0
9,3,52.15292152204405,34.7686143480292,34.301902690032556,-0.07664792783340503,6.82540787160042,0.4104591061112804,0,0,11.2,0.0
14,11,34.7686143480292,17.38430717401485,34.674416831323335,-0.07442403456670141,7.348634062101074,0.2736394040741896,0,0,11.2,0.0
21,17,0.0,0.0,34.674416831323335,-0.07442403456670141,7.928521920935581,0.2736394040741896,0,0,11.2,0.0
28,24,0.0,0.0,34.674416831323335,-0.07442403456670141,8.502726117543782,0.2736394040741896,0,0,11.2,0.0
36,33,17.38430717401485,17.38430717401485,34.92276124435805,-0.07323795533970166,9.049597251384148,0.2736394040741896,0,0,11.2,0.0
43,40,0.0,0.0,34.92276124435805,-0.07323795533970166,9.559798868424192,0.2736394040741896,0,0,11.2,0.0
