active,angle,s0,s1,s2,s3,s4,line_position,x,y,theta
False,80.61498180995041,0,0,0,0,0,0,0.0,0.0,0.0
False,80.10238548334388,0,0,0,0,0,0,0.0,0.0,0.0
False,79.74101191887169,0,0,0,0,0,0,0.0,0.0,0.0
False,79.55664100175963,0,0,0,0,0,0,0.0,0.0,0.0
False,79.51345672818854,0,0,0,0,0,0,0.0,0.0,0.0
False,79.54315401611669,0,0,0,0,0,0,0.0,0.0,0.0
False,79.59642171018916,0,0,0,0,0,0,0.0,0.0,0.0
False,79.6486232043919,0,0,0,0,0,0,0.0,0.0,0.0
False,79.73953031236017,0,0,0,0,0,0,0.0,0.0,0.0
False,79.93859756063563,0,0,0,0,0,0,0.0,0.0,0.0
False,80.22765834253315,0,0,0,0,0,0,0.0,0.0,0.0
False,80.4864866830942,0,0,0,0,0,0,0.0,0.0,0.0
False,80.68450848429993,0,0,0,0,0,0,0.0,0.0,0.0
False,80.78766896730326,0,0,0,0,0,0,0.0,0.0,0.0
False,80.77335117607547,0,0,0,0,0,0,0.0,0.0,0.0
False,80.60974104242229,0,0,0,0,0,0,0.0,0.0,0.0
False,80.29693550920855,0,0,0,0,0,0,0.0,0.0,0.0
False,79.85085898385792,0,0,0,0,0,0,0.0,0.0,0.0
False,79.2910013969251,0,0,0,0,0,0,0.0,0.0,0.0
False,78.72255405153841,0,0,0,0,0,0,0.0,0.0,0.0
False,78.27904322726232,0,0,0,0,0,0,0.0,0.0,0.0
False,78.07739583029982,0,0,0,0,0,0,0.0,0.0,0.0
False,78.0549200050982,0,0,0,0,0,0,0.0,0.0,0.0
False,78.10608140556418,0,0,0,0,0,0,0.0,0.0,0.0
False,78.02648170907119,0,0,0,0,0,0,0.0,0.0,0.0
False,77.69378977243633,0,0,0,0,0,0,0.0,0.0,0.0
False,77.10570593066609,0,0,0,0,0,0,0.0,0.0,0.0
False,76.24675053947438,0,0,0,0,0,0,0.0,0.0,0.0
False,78.90445279750317,0,0,0,0,0,0,0.0,0.0,0.0
False,79.69619981644765,0,0,0,0,0,0,0.0,0.0,0.0
False,79.13750181209222,0,0,0,0,0,0,0.0,0.0,0.0
False,77.60815302070114,0,0,0,0,0,0,0.0,0.0,0.0
False,78.36323127078683,0,0,0,0,0,0,0.0,0.0,0.0
