phase,x,y,theta,angle,dE.I
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,11.148898723363576,-9.60756388218108
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,11.039492725269241,-9.8828435167661
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.929383619829503,-10.15812315135112
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.816535454466543,-10.43340278593614
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.700074955424915,-10.70868242052116
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.578278658980317,-10.983962055106181
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.45384432878422,-11.259241689691201
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.318198917875085,-11.534521324276222
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.171611265319838,-11.809800958861242
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,10.019640822583536,-12.085080593446262
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,9.854855282183477,-12.360360228031283
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,9.675817603075009,-12.635639862616303
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,9.478061418384671,-12.910919497201323
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,9.262624300883308,-13.186199131786344
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,9.01821419695015,-13.461478766371364
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,8.746415589152834,-13.736758400956385
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,8.442988094388609,-14.012038035541405
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,8.1052380420681,-14.287317670126425
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,7.726271925683256,-14.562597304711446
1,-19.269574420951397,-0.3319103089383071,1.5050167224080273,7.293393642640095,-14.837876939296466
1,-19.517850625856955,-0.3378401583788331,1.2313773183338397,6.812079067702771,-15.116703376808708
1,-19.890310954890627,-0.34451150846787426,0.8209182122225592,6.442861154211267,-15.40085067616429
1,-20.38696957005714,-0.35044178060766695,0.5472788081483717,6.205303027245959,-15.692093098593677
1,-20.883650843345926,-0.3539999979984523,0.2736394040741841,6.107713657751781,-15.990430967784333
